,title,genres,tmdb_id
7661,Death Race 2 (2010),Action|Sci-Fi|Thriller,51620
7662,Rise of the Planet of the Apes (2011),Action|Drama|Sci-Fi|Thriller,61791
7663,Terri (2011),Comedy,51993
7664,"Change-Up, The (2011)",Comedy,49520
7665,"Help, The (2011)",Drama,50014
7666,30 Minutes or Less (2011),Action|Comedy|Crime,62206
7667,My Afternoons with Margueritte (La tête en friche) (2010),Comedy,39413
7668,Final Destination 5 (2011),Horror|Thriller|IMAX,55779
7669,"Very Harold & Kumar 3D Christmas, A (2011)",Comedy,55465
7670,Don't Be Afraid of the Dark (2010),Horror|Thriller,46261
7671,Fright Night (2011),Comedy|Horror,58151
7672,Another Earth (2011),Drama|Romance|Sci-Fi,55420
7673,Hesher (2010),Drama,44835
7674,Stake Land (2010),Horror,52015
7675,"Debt, The (2011)",Drama|Thriller,48289
7676,Colombiana (2011),Action|Adventure|Drama|Thriller,62835
7677,Bill Cunningham New York (2011),Documentary,55244
7678,"Skin I Live In, The (La piel que habito) (2011)",Drama,63311
7679,Conan the Barbarian (2011),Action|Adventure|Fantasy,37430
7680,Walled In (2009),Horror|Thriller,16335
7681,Birdemic: Shock and Terror (2010),Romance|Thriller,40016
7682,"Inbetweeners Movie, The (2011)",Adventure|Comedy,69798
7683,Red State (2011),Action|Crime|Horror|Thriller,48572
7684,Pearl Jam Twenty (2011),Documentary|Musical,72744
7685,I Don't Know How She Does It (2011),Comedy,70868
7686,Shark Night 3D (2011),Horror|Thriller,65055
7687,Contagion (2011),Sci-Fi|Thriller|IMAX,39538
7688,Moneyball (2011),Drama,60308
7689,Neds (2010),Drama,55785
7690,Cold Fish (Tsumetai nettaigyo) (2010),Drama|Thriller,68341
7691,Phineas and Ferb the Movie: Across the 2nd Dimension (2011),Adventure|Animation|Children,71689
7692,Northanger Abbey (2007),Drama|Romance,18093
7693,"Avengers, The (2012)",Action|Adventure|Sci-Fi|IMAX,24428
7694,Tinker Tailor Soldier Spy (2011),Drama|Film-Noir|Thriller,49517
7695,"Separation, A (Jodaeiye Nader az Simin) (2011)",Drama,60243
7696,"Dangerous Method, A (2011)",Drama|Thriller,48231
7697,Warrior (2011),Drama,59440
7698,"Ides of March, The (2011)",Drama,10316
7699,Kill List (2011),Horror|Mystery|Thriller,74725
7700,Killer Elite (2011),Action|Thriller,49021
7701,Bellflower (2011),Action|Drama|Romance,58699
7702,50/50 (2011),Comedy|Drama,40807
7703,Generation P (2011),Comedy|Drama|Sci-Fi,63375
7704,The Artist (2011),Comedy|Drama|Romance,74643
7705,Gigi (1949),Comedy,123723
7706,BlinkyTM (2011),Horror|Sci-Fi,59852
7707,Take Shelter (2011),Drama,64720
7708,Three Outlaw Samurai (Sanbiki no samurai) (1964),Action|Drama,58878
7709,Antonio Gaudí (1985),Documentary,37239
7710,Real Steel (2011),Action|Drama|Sci-Fi|IMAX,39254
7711,Footloose (2011),Comedy|Drama|Musical,68817
7712,"Thing, The (2011)",Horror|Mystery|Sci-Fi|Thriller,60935
7713,Beautiful Boy (2010),Drama,59437
7714,Tyrannosaur (2011),Drama,76543
7715,Martha Marcy May Marlene (2011),Drama|Thriller,50837
7716,We Need to Talk About Kevin (2011),Drama|Thriller,71859
7717,Behind Enemy Lines II: Axis of Evil (2006),Action|Thriller|War,10005
7718,"Three Musketeers, The (2011)",Action|Adventure,52451
7719,In Time (2011),Crime|Sci-Fi|Thriller,49530
7720,Margaret (2011),Drama,44754
7721,Carnage (2011),Comedy|Drama,72113
7722,Margin Call (2011),Drama|Thriller,50839
7723,Paranormal Activity 3 (2011),Horror,72571
7724,Puncture (2011),Drama,72432
7725,Johnny English Reborn (2011),Adventure|Comedy|Thriller,58233
7726,Abduction (2011),Action|Drama|Mystery|Thriller,59965
7727,This Must Be the Place (2011),Crime|Drama|Thriller,53487
7728,Shame (2011),Drama,76025
7729,What's Your Number? (2011),Comedy|Romance,63492
7730,Headhunters (Hodejegerne) (2011),Action|Crime|Thriller,70670
7731,Batman: Year One (2011),Action|Animation|Crime,69735
7732,Miss Representation (2011),Documentary,77801
7733,Puss in Boots (2011),Adventure|Animation|Comedy|Fantasy|IMAX,58423
7734,Tower Heist (2011),Action|Comedy|Crime,59108
7735,J. Edgar (2011),Drama,88794
7736,"Double, The (2011)",Action|Crime|Drama|Mystery|Thriller,73499
7737,"Adventures of Tintin, The (2011)",Action|Animation|Mystery|IMAX,17578
7738,Starsuckers (2009),Documentary,40658
7739,Tomboy (2011),Drama,65229
7740,George Harrison: Living in the Material World (2011),Documentary,75964
7741,Hugo (2011),Children|Drama|Mystery,44826
7742,Immortals (2011),Action|Drama|Fantasy,37958
7743,Jack and Jill (2011),Comedy,71880
7744,Into the Abyss (2011),Documentary,77365
7745,"Sign of Four, The (1987)",Adventure|Crime|Drama,94174
7746,"Descendants, The (2011)",Comedy|Drama,65057
7747,Like Crazy (2011),Drama|Romance,60420
7748,"Muppets, The (2011)",Children|Comedy|Musical,64328
7749,"Twilight Saga: Breaking Dawn - Part 1, The (2011)",Adventure|Drama|Fantasy|Romance,50619
7750,War Horse (2011),Drama|War,57212
7751,"Rum Diary, The (2011)",Comedy|Drama|Thriller,23514
7752,Lifted (2006),Animation|Comedy|Sci-Fi,13060
7753,Hipsters (Stilyagi) (2008),Drama|Musical|Romance,38336
7754,Another Cinderella Story (2008),Children|Comedy|Musical|Romance,15157
7755,Bunraku (2010),Action|Drama|Fantasy,30618
7756,"Sitter, The (2011)",Comedy,57431
7757,Extremely Loud and Incredibly Close (2011),Drama,64685
7758,Play the Game (2009),Comedy|Romance,45708
7759,Asterix in America (a.k.a Asterix Conquers America) (Astérix et les Indiens) (1994),Adventure|Animation|Children|Comedy,9369
7760,Asterix and the Vikings (Astérix et les Vikings) (2006),Adventure|Animation|Children|Comedy|Fantasy,9642
7761,Happy Feet Two (2011),Animation|Children|Comedy|IMAX,65759
7762,Arthur Christmas (2011),Animation|Children|Comedy|Drama,51052
7763,Violet & Daisy (2011),Action|Drama,91550
7764,Bullet to the Head (2012),Action|Crime|Film-Noir,70074
7765,"Expendables 2, The (2012)",Action|Adventure,76163
7766,"Snowman, The (1982)",Animation|Children|Musical,13396
7767,The Hunger Games (2012),Action|Adventure|Drama|Sci-Fi|Thriller,70160
7768,"Dark Knight Rises, The (2012)",Action|Adventure|Crime|IMAX,49026
7769,"Bourne Legacy, The (2012)",Action|Adventure|Drama|Thriller|IMAX,49040
7770,Sherlock Holmes: A Game of Shadows (2011),Action|Adventure|Comedy|Crime|Mystery|Thriller,58574
7771,Coriolanus (2011),Drama|Thriller,101173
7772,Young Adult (2011),Comedy|Drama,57157
7773,New Year's Eve (2011),Comedy|Romance,62838
7774,Mission: Impossible - Ghost Protocol (2011),Action|Adventure|Thriller|IMAX,56292
7775,We Bought a Zoo (2011),Comedy|Drama,74465
7776,"Girl with the Dragon Tattoo, The (2011)",Drama|Thriller,65754
7777,"Darkest Hour, The (2011)",Action|Horror|Sci-Fi|Thriller,71469
7778,Last Holiday (1950),Comedy|Drama|Romance,16939
7779,Alvin and the Chipmunks: Chipwrecked (2011),Animation|Comedy,55301
7780,Salvation Boulevard (2011),Comedy|Thriller,51995
7781,Friends with Kids (2011),Comedy,80038
7782,Girl Walks Into a Bar (2011),Comedy|Drama|Fantasy,59006
7783,Contraband (2012),Action|Crime|Drama|Thriller,77866
7784,"Way South, The (De weg naar het zuiden) (1981)",Documentary,269963
7785,Being Elmo: A Puppeteer's Journey (2011),Documentary,75301
7786,Joyful Noise (2012),Comedy|Musical,63574
7787,"Iron Lady, The (2011)",Drama,71688
7788,Albatross (2011),Drama,72842
7789,"Revenant, The (2009)",Comedy|Horror,79896
7790,Underworld: Awakening (2012),Action|Fantasy|Horror|IMAX,52520
7791,"Grey, The (2012)",Action|Drama,75174
7792,Man on a Ledge (2012),Crime|Thriller,49527
7793,Sacrifice (Zhao shi gu er) (2010),Drama,55741
7794,Haywire (2011),Action|Thriller,70435
7795,Contact High (2009),Comedy,31337
7796,"Whistleblower, The (2010)",Drama|Thriller,65760
7797,Einstein and Eddington (2008),Drama,15044
7798,Apollo 18 (2011),Horror|Sci-Fi|Thriller,50357
7799,Seeking Justice (2011),Action|Drama|Thriller,74998
7800,Red Tails (2012),Action|Adventure|Drama|War,72431
7801,"Flowers of War, The (Jin líng shí san chai) (2011)",Drama|War,76758
7802,Intouchables (2011),Comedy|Drama,77338
7803,One for the Money (2012),Action|Comedy|Crime,54054
7804,"Innkeepers, The (2011)",Horror|Thriller,58428
7805,Puss in Boots (Nagagutsu o haita neko) (1969),Adventure|Animation|Children|Comedy|Fantasy|Romance,58704
7806,Grave Encounters (2011),Horror,50698
7807,Chronicle (2012),Action|Sci-Fi|Thriller,76726
7808,"Woman in Black, The (2012)",Drama|Horror|Thriller,65086
7809,Woman in Love (Rubbeldiekatz) (2011),Comedy,80125
7810,"Art of Getting By, The (2011)",Drama|Romance,64678
7811,All Watched Over by Machines of Loving Grace (2011),Documentary,192695
7812,Dylan Moran: Monster (2004),Comedy|Documentary,13976
7813,Safe House (2012),Action|Crime|Mystery|Thriller,59961
7814,"Vow, The (2012)",Drama|Romance,72570
7815,Louis C.K.: Live at the Beacon Theater (2011),Comedy,80379
7816,Pitfall (Otoshiana) (1962),Crime|Drama|Fantasy,54146
7817,Monsieur Lazhar (2011),Children|Comedy|Drama,78480
7818,"For a Good Time, Call... (2012)",Comedy|Drama|Romance,84200
7819,Janie Jones (2010),Drama|Musical,73700
7820,Journey 2: The Mysterious Island (2012),Action|Adventure|Comedy|Sci-Fi|IMAX,72545
7821,Perfect Sense (2011),Drama|Romance|Sci-Fi,51999
7822,Rollo and the Woods Sprite (Rölli ja metsänhenki) (2001),Children|Fantasy,64029
7823,"Atomic Brain, The (1963)",Horror|Sci-Fi,37464
7824,Ghost Rider: Spirit of Vengeance (2012),Action|Fantasy|Thriller,71676
7825,Prayers for Bobby (2009),Drama,21634
7826,"Very Potter Musical, A (2009)",Comedy|Musical,54507
7827,"Very Potter Sequel, A (2010)",Comedy|Musical,59017
7828,Miss Nobody (2010),Comedy|Crime,51875
7829,"Civil War, The (1990)",Documentary|War,26397
7830,Ro.Go.Pa.G. (1963),Comedy|Drama,59045
7831,"Women on the 6th Floor, The (Les Femmes du 6ème Étage) (2010)",Comedy,57243
7832,Mega Shark vs. Crocosaurus (2010),Action|Adventure|Horror,52454
7833,Red Hill (2010),Crime|Thriller|Western,45569
7834,Mickey's The Prince and the Pauper (1990),Animation|Children,25831
7835,Gone (2012),Drama|Thriller,79548
7836,Project X (2012),Comedy,57214
7837,Dr. Seuss' The Lorax (2012),Animation|Fantasy|Musical|IMAX,73723
7838,"Big Year, The (2011)",Comedy,73937
7839,Act of Valor (2012),Action|Thriller|War,75674
7840,Trailer Park Boys (1999),Comedy|Crime,38674
7841,This Means War (2012),Action|Comedy|Romance,59962
7842,John Carter (2012),Action|Adventure|Sci-Fi|IMAX,49529
7843,Goon (2011),Comedy|Drama,74387
7844,"Ledge, The (2011)",Drama|Thriller,63493
7845,21 Jump Street (2012),Action|Comedy|Crime,64688
7846,"Jeff, Who Lives at Home (2012)",Comedy|Drama,82532
7847,Lockout (2012),Action|Sci-Fi|Thriller,81796
7848,"Snowtown (Snowtown Murders, The) (2011)",Crime|Drama|Thriller,67748
7849,Space Battleship Yamato (2010),Action|Adventure|Drama,61984
7850,Jiro Dreams of Sushi (2011),Documentary,80767
7851,Damsels in Distress (2011),Comedy|Romance,82533
7852,Salmon Fishing in the Yemen (2011),Comedy|Drama|Romance,81025
7853,Wrath of the Titans (2012),Action|Adventure|Fantasy|IMAX,57165
7854,Detachment (2011),Drama,74308
7855,Iron Sky (2012),Action|Comedy|Sci-Fi,10679
7856,Absentia (2011),Horror,74777
7857,American Reunion (American Pie 4) (2012),Comedy,71552
7858,The Raid: Redemption (2011),Action|Crime,94329
7859,"Cabin in the Woods, The (2012)",Comedy|Horror|Sci-Fi|Thriller,22970
7860,God Bless America (2011),Comedy|Drama,74306
7861,"Three Stooges, The (2012)",Comedy,76489
7862,"Raven, The (2012)",Mystery|Thriller,70436
7863,North & South (2004),Drama|Romance,147269
7864,"Big Bang, The (2011)",Action|Thriller,54271
7865,Mirror Mirror (2012),Adventure|Comedy|Fantasy,62764
7866,Battleship (2012),Action|Sci-Fi|Thriller|IMAX,44833
7867,"Best Exotic Marigold Hotel, The (2011)",Comedy|Drama,74534
7868,Comic-Con Episode IV: A Fan's Hope (2011),Documentary,91356
7869,Bully (2011),Documentary,84404
7870,Hysteria (2011),Comedy|Romance,75802
7871,Dante's Inferno: An Animated Epic (2010),Action|Animation|Fantasy,31967
7872,"Atomic Submarine, The (1959)",Sci-Fi|Thriller,37467
7873,"Five-Year Engagement, The (2012)",Comedy|Romance,72207
7874,Think Like a Man (2012),Comedy,67660
7875,"Lucky One, The (2012)",Drama,77877
7876,Safe (2012),Action|Crime|Thriller,72387
7877,Dark Shadows (2012),Comedy|Horror|IMAX,62213
7878,96 Minutes (2011) ,Drama|Thriller,89326
7879,"Decoy Bride, The (2011)",Comedy|Romance,40161
7880,Rocket Singh: Salesman of the Year (2009),Comedy|Drama,26815
7881,"Dictator, The (2012)",Comedy,76493
7882,Walking with Monsters (2005),Documentary,28500
7883,Men in Black III (M.III.B.) (M.I.B.³) (2012),Action|Comedy|Sci-Fi|IMAX,41154
7884,Snow White and the Huntsman (2012),Action|Adventure|Drama,58595
7885,Sound of My Voice (2011),Drama|Mystery|Sci-Fi,86812
7886,Eva (2011),Drama|Fantasy|Sci-Fi,77561
7887,"Pirates! Band of Misfits, The (2012)",Adventure|Animation|Children|Comedy,72197
7888,Prometheus (2012),Action|Horror|Sci-Fi|IMAX,70981
7889,"Pact, The (2012)",Horror|Mystery|Thriller,111440
7890,Bernie (2011),Comedy|Crime|Drama,92591
7891,Inhale (2010),Drama|Thriller,12645
7892,Take This Waltz (2011),Drama|Romance,86555
7893,Wanderlust (2012),Comedy,50647
7894,Moonrise Kingdom (2012),Comedy|Drama|Romance,83666
7895,Get the Gringo (2012),Action|Crime|Drama|Thriller,80389
7896,Superman/Doomsday (2007) ,Action|Animation,13640
7897,"Thousand Words, A (2012)",Comedy|Drama,72358
7898,Safety Not Guaranteed (2012),Comedy|Drama,84332
7899,Madagascar 3: Europe's Most Wanted (2012),Adventure|Animation|Children|Comedy|IMAX,80321
7900,Your Sister's Sister (2011),Comedy|Drama,84355
7901,Dragon Ball: The Curse Of The Blood Rubies (Doragon bôru: Shenron no densetsu) (1986),Action|Adventure|Animation|Children,39144
7902,Dragon Ball: Sleeping Princess in Devil's Castle (Doragon bôru: Majinjô no nemuri hime) (1987),Action|Adventure|Animation|Children,39145
7903,Superman/Batman: Public Enemies (2009),Action|Animation|Fantasy,22855
7904,Dragon Ball: Mystical Adventure (Doragon bôru: Makafushigi dai bôken) (1988),Action|Adventure|Animation|Children,116776
7905,Dragon Ball Z the Movie: The World's Strongest (a.k.a. Dragon Ball Z: The Strongest Guy in The World) (Doragon bôru Z: Kono yo de ichiban tsuyoi yatsu) (1990),Action|Adventure|Animation|Sci-Fi|Thriller,39100
7906,Brave (2012),Action|Adventure|Animation|Children,62177
7907,Beauty and the Beast: The Enchanted Christmas (1997),Animation|Children|Fantasy|Musical,13313
7908,Front of the Class (2008),Drama,63193
7909,Dragon Ball Z the Movie: The Tree of Might (Doragon bôru Z 3: Chikyû marugoto chô kessen) (1990),Action|Adventure|Animation|Sci-Fi,39101
7910,Pocahontas II: Journey to a New World (1998) ,Adventure|Animation|Children,13761
7911,What to Expect When You're Expecting (2012),Comedy|Drama|Romance,76494
7912,To Rome with Love (2012),Comedy,81836
7913,Abraham Lincoln: Vampire Hunter (2012),Action|Fantasy|Horror|Thriller,72331
7914,First Position (2011),Documentary,89874
7915,Rock of Ages (2012),Comedy|Drama|Musical|IMAX,80585
7916,Seeking a Friend for the End of the World (2012),Comedy|Drama|Romance,88005
7917,Presto (2008),Animation|Children|Comedy|Fantasy,13042
7918,Jack-Jack Attack (2005),Adventure|Animation|Children|Comedy,13932
7919,One Man Band (2005),Animation|Comedy|Musical,13933
7920,Ted (2012),Comedy|Fantasy,72105
7921,Magic Mike (2012),Drama|Romance,77930
7922,Dragon Ball Z: The Return of Cooler (Doragon bôru Z 6: Gekitotsu! Hyakuoku pawâ no senshi) (1992),Action|Adventure|Animation,39103
7923,Dragon Ball Z: Cooler's Revenge (Doragon bôru Z 5: Tobikkiri no saikyô tai saikyô) (1991),Action|Adventure|Animation,24752
7924,Dragon Ball Z: Super Android 13! (Doragon bôru Z 7: Kyokugen batoru!! San dai sûpâ saiyajin) (1992),Action|Adventure|Animation,39104
7925,Dragon Ball Z: Broly - The Legendary Super Saiyan (Doragon bôru Z 8: Moetsukiro!! Nessen retsusen-chô gekisen) (1993),Action|Adventure|Animation,34433
7926,Cleanskin (2012),Crime|Drama|Thriller,95516
7927,"Amazing Spider-Man, The (2012)",Action|Adventure|Sci-Fi|IMAX,1930
7928,Dragon Ball Z: Bojack Unbound (Doragon bôru Z 9: Ginga girigiri!! Butchigiri no sugoi yatsu) (1993),Action|Adventure|Animation|Fantasy,39105
7929,Ice Age 4: Continental Drift (2012),Adventure|Animation|Comedy,57800
7930,Beasts of the Southern Wild (2012),Drama|Fantasy,84175
7931,Savages (2012),Crime|Drama|Thriller,82525
7932,"Firm, The (2009)",Drama,31218
7933,Spirit Camp (2009),Horror,40770
7934,Geri's Game (1997),Animation|Children,13929
7935,Some Guy Who Kills People (2011),Comedy|Thriller,80468
7936,Treasure Island (2012),Adventure,83191
7937,"Watch, The (2012)",Comedy|Sci-Fi,80035
7938,"Adventures of Mary-Kate and Ashley, The: The Case of the Christmas Caper (1995)",Children|Musical|Mystery,193976
7939,2 Days in New York (2012),Comedy,84165
7940,Killer Joe (2011),Crime|Thriller,73567
7941,Dragon Ball Z: Broly Second Coming (Doragon bôru Z 10: Kiken na futari! Sûpâ senshi wa nemurenai) (1994),Action|Adventure|Animation,44251
7942,Dragon Ball Z: Bio-Broly (Doragon bôru Z 11: Sûpâ senshi gekiha! Katsu no wa ore da) (1994),Action|Adventure|Animation,39106
7943,Anaconda: The Offspring (2008),Action|Horror|Sci-Fi|Thriller,14863
7944,"Christmas Carol, A (1999)",Drama|Fantasy,16716
7945,Goodbye Charlie (1964),Comedy|Fantasy|Romance,52906
7946,For the Birds (2000),Animation|Children|Comedy,13930
7947,Ruby Sparks (2012),Comedy|Fantasy|Romance,103332
7948,Total Recall (2012),Action|Sci-Fi|Thriller,64635
7949,"Angels' Share, The (2012)",Comedy|Drama,103747
7950,"Immature, The (Immaturi) (2011)",Comedy,56909
7951,Dragon Ball Z: Bardock - The Father of Goku (Doragon bôru Z: Tatta hitori no saishuu kessen - Furiiza ni itonda Z senshi Kakarotto no chichi) (1990),Action|Adventure|Animation,39323
7952,Dragon Ball Z: The History of Trunks (Doragon bôru Z: Zetsubô e no hankô!! Nokosareta chô senshi - Gohan to Torankusu) (1993),Action|Adventure|Animation,39324
7953,Dragon Ball GT: A Hero's Legacy (Doragon bôru GT: Gokû gaiden! Yûki no akashi wa sû-shin-chû) (1997),Action|Adventure|Animation,18095
7954,Sidewalls (Medianeras) (2011),Drama,76696
7955,Skyfall (2012),Action|Adventure|Thriller|IMAX,37724
7956,Hands Over the City (Le mani sulla città) (1963),Drama,58383
7957,"Campaign, The (2012)",Comedy,77953
7958,Brake (2012),Crime|Thriller,85414
7959,Hope Springs (2012),Comedy|Drama,82696
7960,"Queen of Versailles, The (2012)",Documentary,84327
7961,ParaNorman (2012),Adventure|Animation|Comedy,77174
7962,Diary of a Wimpy Kid: Dog Days (2012),Children|Comedy,82650
7963,Broken (2012),Drama,109584
7964,6 Days to Air: The Making of South Park (2011),Documentary,76360
7965,Premium Rush (2012),Action|Thriller,49526
7966,"Odd Life of Timothy Green, The (2012)",Comedy|Drama|Fantasy,71864
7967,Lawless (2012),Crime|Drama,82633
7968,Piranha 3DD (a.k.a. Piranha DD) (2012),Comedy|Horror,71668
7969,Prime Suspect 3 (1993),Crime|Drama|Mystery,202043
7970,Searching for Sugar Man (2012),Documentary,84334
7971,Prime Suspect 6: The Last Witness (2003),Drama|Thriller,263947
7972,Prime Suspect: The Lost Child (1995),Drama|Mystery,215999
7973,Conception (2011),Comedy|Romance,83403
7974,Paradise Lost 3: Purgatory (2011),Documentary,83660
7975,"Words, The (2012)",Drama|Romance,83686
7976,Pitch Perfect (2012),Comedy|Musical,114150
7977,Samsara (2011),Documentary,89708
7978,Runaway Brain (1995) ,Animation|Comedy|Sci-Fi,67166
7979,Looper (2012),Action|Crime|Sci-Fi,59967
7980,That's My Boy (2012),Comedy,87428
7981,Robot & Frank (2012),Comedy|Drama|Sci-Fi,84329
7982,Resident Evil: Retribution (2012),Action|Horror|Sci-Fi|IMAX,71679
7983,Lola Versus (2012),Comedy|Romance,100529
7984,"Master, The (2012)",Drama,68722
7985,Dredd (2012),Action|Sci-Fi,49049
7986,End of Watch (2012),Crime|Drama|Thriller,77016
7987,V/H/S (2012),Horror|Thriller,84348
7988,"Perks of Being a Wallflower, The (2012)",Drama|Romance,84892
7989,"Hunt, The (Jagten) (2012)",Drama,103663
7990,Holy Motors (2012),Drama|Fantasy|Musical|Mystery|Sci-Fi,103328
7991,Taken 2 (2012),Action|Crime|Drama|Thriller,82675
7992,House at the End of the Street (2012),Horror|Thriller,82505
7993,My Left Eye Sees Ghosts (Ngo joh aan gin diy gwai) (2002),Comedy|Fantasy|Romance,45397
7994,Love Lasts Three Years (L'amour dure trois ans) (2011),Comedy|Drama|Romance,85735
7995,"Tall Man, The (2012)",Crime|Drama|Mystery,86597
7996,LOL (2012),Comedy|Drama|Romance,80271
7997,Rust and Bone (De rouille et d'os) (2012),Drama|Romance,97365
7998,Marley (2012),Documentary,90125
7999,Frankenweenie (2012),Animation|Comedy|Horror|IMAX,62214
8000,Sinister (2012),Horror|Thriller,82507
8001,"Thing: Terror Takes Shape, The (1998)",Documentary,92171
8002,Hotel Transylvania (2012),Animation|Children|Comedy,76492
8003,Side by Side (2012),Documentary,110354
8004,Take Aim at the Police Van (Sono gosôsha wo nerae: 'Jûsangô taihisen' yori) (1960),Action|Crime|Mystery,71723
8005,Argo (2012),Drama|Thriller,68734
8006,Seven Psychopaths (2012),Comedy|Crime,86838
8007,Liberal Arts (2012),Comedy|Drama,84306
8008,Catch .44 (2011),Action|Drama|Thriller,75736
8009,[REC]³ 3 Génesis (2012),Horror|Thriller,80280
8010,Asterix & Obelix: God Save Britannia (Astérix et Obélix: Au service de Sa Majesté) (2012),Adventure|Comedy,99770
8011,Paranormal Activity 4 (2012),Horror|IMAX,82990
8012,Alex Cross (2012),Action|Crime|Mystery|Thriller,94348
8013,Cloud Atlas (2012),Drama|Sci-Fi|IMAX,83542
8014,'Hellboy': The Seeds of Creation (2004),Action|Adventure|Comedy|Documentary|Fantasy,72867
8015,Silent Hill: Revelation 3D (2012),Horror|Mystery|Thriller,61012
8016,Here Comes the Boom (2012),Action|Comedy,87826
8017,Mental (2012),Comedy|Drama,126797
8018,Killing Them Softly (2012),Crime|Drama|Thriller,64689
8019,"Imposter, The (2012)",Documentary,84287
8020,"Sessions, The (Surrogate, The) (2012)",Drama,113947
8021,Smashed (2012),Comedy|Drama,84341
8022,Wreck-It Ralph (2012),Animation|Comedy,82690
8023,Silver Linings Playbook (2012),Comedy|Drama,82693
8024,Flight (2012),Drama,87502
8025,Anna Karenina (2012),Drama,96724
8026,Life of Pi (2012),Adventure|Drama|IMAX,87827
8027,"Man with the Iron Fists, The (2012)",Action|Adventure|Crime,97430
8028,"Bay, The (2012)",Horror|Sci-Fi|Thriller,123105
8029,Himizu (2011),Children|Crime|Drama,98631
8030,Jackass 3.5 (2011),Comedy|Documentary,65851
8031,Indie Game: The Movie (2012),Documentary,80215
8032,"Batman: The Dark Knight Returns, Part 1 (2012)",Action|Animation|Sci-Fi,123025
8033,Lincoln (2012),Drama|War,72976
8034,Nature Calls (2012),Comedy,135708
8035,Vamps (2012),Comedy|Horror|Romance,73935
8036,"Twilight Saga: Breaking Dawn - Part 2, The (2012)",Adventure|Drama|Fantasy|Romance|IMAX,50620
8037,10 Years (2011),Comedy|Drama|Romance,58547
8038,Red Dawn (2012),Action|War,60747
8039,Rise of the Guardians (2012),Adventure|Animation|Children|Fantasy|IMAX,81188
8040,"Fantastic Fear of Everything, A (2012)",Comedy,101519
8041,Deadfall (2012),Crime|Drama|Thriller,97614
8042,Byzantium (2012),Drama|Fantasy|Thriller,102780
8043,Paperman (2012),Animation|Comedy|Romance,140420
8044,"Fearless Hyena, The (Xiao quan guai zhao) (1979)",Action|Comedy,19274
8045,Half a Loaf of Kung Fu (Dian zhi gong fu gan chian chan) (1980),Action|Comedy,18867
8046,Hitchcock (2012),Drama,112336
8047,From Up on Poppy Hill (Kokuriko-zaka kara) (2011),Animation|Drama|Romance,83389
8048,Redline (2009),Action|Animation|Sci-Fi,71883
8049,Winners and Sinners (Qi mou miao ji: Wu fu xing) (1983),Action|Comedy|Crime,25539
8050,My Lucky Stars (Fuk sing go jiu) (1985),Action|Comedy,10044
8051,"Money Money Money (L'aventure, c'est l'aventure) (1972)",Adventure|Comedy,34280
8052,"Liar's Autobiography: The Untrue Story of Monty Python's Graham Chapman, A (2012)",Animation|Comedy,110392
8053,"Hobbit: An Unexpected Journey, The (2012)",Adventure|Fantasy|IMAX,49051
8054,Hyde Park on Hudson (2012),Comedy|Drama,87504
8055,How to Make Love to a Woman (2010),Comedy|Romance,40722
8056,Zero Dark Thirty (2012),Action|Drama|Thriller,97630
8057,Fire with Fire (2012),Action|Crime|Drama,139567
8058,Warm Bodies (2013),Comedy|Horror|Romance,82654
8059,Wrong (2012),Comedy|Drama,83186
8060,Playing for Keeps (2012),Comedy|Romance,77875
8061,"Guilt Trip, The (2012)",Comedy,82687
8062,Jack Reacher (2012),Action|Crime|Thriller,75780
8063,Django Unchained (2012),Action|Drama|Western,68718
8064,This Is 40 (2012),Drama,89492
8065,I Bought a Vampire Motorcycle (1990),Comedy|Horror,41153
8066,Ice Cream Man (1995),Comedy|Horror,44470
8067,"Impossible, The (Imposible, Lo) (2012)",Drama|Thriller,80278
8068,"Misérables, Les (2012)",Drama|Musical|Romance|IMAX,82695
8069,Campfire Tales (1997),Horror,16315
8070,Parental Guidance (2012),Comedy,88042
8071,John Dies at the End (2012),Comedy|Fantasy|Horror,75761
8072,"Misérables, Les (2000)",Drama|Romance,193380
8073,Promised Land (2012),Drama,133694
8074,English Vinglish (2012),Comedy|Drama,118628
8075,Fish Story (Fisshu sutôrî) (2009),Comedy,38010
8076,Texas Chainsaw 3D (2013),Horror|Mystery|Thriller,76617
8077,Gangster Squad (2013),Action|Crime|Drama,82682
8078,"Iceman, The (2012)",Crime|Drama|Thriller,68812
8079,It's Such a Beautiful Day (2012),Animation|Comedy|Drama|Fantasy|Sci-Fi,147538
8080,"Batman: The Dark Knight Returns, Part 2 (2013)",Action|Animation,142061
8081,Everything or Nothing: The Untold Story of 007 (2012),Documentary,135921
8082,Codependent Lesbian Space Alien Seeks Same (2011),Comedy|Romance|Sci-Fi,105538
8083,"Last Stand, The (2013)",Action|Crime|Thriller,76640
8084,Upstream Color (2013),Romance|Sci-Fi|Thriller,145197
8085,Shadow Dancer (2012),Crime|Drama|Thriller,84336
8086,Human Planet (2011),Documentary,69372
8087,Comme un chef (2012),Comedy,85872
8088,Movie 43 (2013),Comedy,87818
8089,"Pervert's Guide to Ideology, The (2012)",Documentary,128190
8090,Sightseers (2012),Comedy,117974
8091,Hansel & Gretel: Witch Hunters (2013),Action|Fantasy|Horror|IMAX,60304
8092,Jim Jefferies: Fully Functional (EPIX) (2012),Comedy,146837
